review,sentiment
recently friend discussing educational ethical influence growing versus today mentioned samuel taylor coleridge wrote rime ancient mariner u required recite part epic poem high school english literature course college friend said message even might called metaphysical within today context br br tried reciting remembered bit piece problem remembering dr seuss said get two copy poem could read easy enough extremely surprised find made film looked forward watching film see interpreted rime ancient mariner exactly light reading read poem watched film together br br considered film remarkable achievement especially considering made computer called ken burn effect special effect often began compensating lack substance particularly noteworthy th th century illustration culled lesser known artist willy pogany early hollywood designer br br film narrated sir michael redgrave taught poem schoolmaster adding tone authority credibility remaining true poem br br mastery layer subtle message conveyed without instructing becoming oppressive obvious morality tale found refreshing change today face clobber head mentality today morality message film two dimensional extreme violence murder mayhem mark bad bad really really bad good super hero human character lacked nuance rime ancient mariner celebration individual character appreciation celebrating richness life offer within larger context humanity e man capacity give others br br proud found unknown gem learned top award category five six time name international film festival another surprise learning film director raul dasilva recognized authority early animation authored six award winning book film br br film message relevant today coleridge penned original epic poem raul dasilva translated film still teaching high school five year grab one show student level richness naturally lead discussion big important issue u face whether today fact long humanity spiritual component br br highly recommended,1
certainly one time fav episode trek much going one film crazy cool first guy beam alien planet thats explode meet freaky librarian type dude well played kirk manages get transported back much like th century earth mccoy spock try follow instead nearly freeze death frozen version alien world year past kirk manages get locked charged witchcraft spock enjoys amok time sexy cavegirl vanquished frozen awful world bad guy br br spock decides he happy he give mccoy royal assestment whuppin doc suggests need look way anyhow finally escape leaving poor cavegirl behind take ton convincing spock finally give leaf literally taste sadness end leaving cavegirl alone frozen wasteland seems cruel really touching spock must vulkin mind leave behind greatest hope love human albeit nice neighborhood br br anyway get much bang buck episode love story salem witch trial spock human desperation left total isolation abandoned three entirely different setting alien planet amazing managed jam one fifty minute film one classic miss want dvd fer shure vulcan,1
fame think best movie ever seen way funny dramatic make movie true loose end actually lot still think terrific movie funny thing happen audition beginning movie think hilarious girl try act j simpson towering inferno raul ralph go around every art department saying father great every one say dad danced rocket left ralph tap shoe rocket far know made woman tap shoe regular shoe bottle cap bottom also guy read line juliet romeo juliet play funny one thing movie turn music never heard anything like favorite song sing body electric second theme song fame irene cara great voice great actress like way movie focused many ethnic group showed kind people actually called la guardia school performing art movie showed triumph trial many young performer including angelo doris bruno coco montgomery ralph leroy hilary liza hard time made way movie could added another minute graduation still favorite movie matter,1
rented video slow saturday night first viewing thought funny took get used american caricature attuned british grotesque enjoyable br br watched next night really warmed character seemed human lovable even film one could watch several time get time however wife hated accounting taste humour suppose,1
film tapestry series portrait rom community woven together music much musician film paucity spoken dialogue dialogue important structure narrative might expect national geographic tale custom dress music plot line orbiting central character look br br paint portrait family people rather telling story individual plot story space india andalucia time cannot tell people need narration get sense joyous people strongly linked small community social interaction important great sense sadness part rejection society large br br paean rom culture beautifully shot wide spectrum rom music sting tail oppression people faced still face,1
along fernando fragata joão mário grilo abi feijó leonel vieira étc commercial director diamantino costa one best portuguese director lampião da estrela diamantino costa first movie made several successful commercial title starred one best portuguese comedian time herman josé josé pedro gomes great funny movie br br boa sorte diamantino,1
man named jerry come possession ancient aztec doll however creepy little figure possessed evil spirit take jerry body push spill blood seen two horror movie dorm dripped blood kindred made stephen carpenter jeffrey obrow must say power disappoint either plot slow moving effective human goo effect little bit gore scene female tabloid reporter attacked arm come ripping mattress hoot liked low budget horror movie horror genre,1
agree many others said shallow offensive nature film examination racism baffling many people seem fooled pretentiousness want comment matt dillon character example infuriating movie man contrasted film underlying message little racist effectively rape woman public cruelly humiliating husband deliberately goading make move well know lead arrest even death pulling couple without legal cause come understand black wealthy hurt little boy police therefore pleases behavior little racist behavior evil disturbing extreme racism held next another character behavior spouting paranoid stereotype gang violence illustrate everybody little racist later spoon fed tripe dillon poor old dad black folk drove poor house supposed explain worse excuse behavior dillon character meant redeem committing utterly unmotivated unbelievable laughably coincidental act saving woman sexually assaulted night please fact many people seem feel kind self congratulatory admiration film make feel sad shallowness understanding racism apparent lack commitment condemning ending,0
want complete waste time pulling lint belly button cleaning wax ear grouting tile idea carnival thrill ride want miss one br br one thing forget vhs cover body movie look attractive ie indian girl someone else commented whoever posed cover girl agree cover exciting thing movie br br put perspective bought vhs cent k mart three minute second movie knew ripped br br finished watching pay cent might possibly conceivably hair chance scene turkey worth pinched loaf br br br br good grief fonda know hard role beneath,0
ok chuck norris shown many entertaining movie year one even bother trying get plot bible shipment gone wrong acting main character wood like pinocchio would done better job synthesizer based soundtrack even worse one deathstalker whereas traditionally low budget spooky movie often trying catch audience adding plenty graphic violence one trying catch audience throwing religious mambo jumbo spectator plot boil different version bible,0
film opened back legend met massive jeering disdain widely considered failure vividly remember ebert giving one star supposedly booed cannes br br apparently people understand movie hard comprehend since esoteric dark layered way still astound reading many review find even viewing year many element film previously glossed even without understanding much psychological underpinnings story still cracking suspenser even take escalating paranoia persecution overtakes polanski title character like tsunami wave course two hour running time br br examining source material excellent novella underrated novelist roland topor uncovers intriguing layer polanski trekovsky milquetoast highest order though seems first yet another mild everyday soul one gradually realizes one people seems aimlessly drift life letting direct seems strong feeling like dislike find gently pushed way never seems get bent shape regardless vague sort wishy washy ness noticeable novel movie hint early film br br making play apartment woman one mademouiselle choule hospital recovering recent suicide attempt appears daring thing attempted even effectively haggling price deposit bargain soon find however paying good thing way care find center maelstrom created building full neurotic control freak hypersensitive even slightest sign human life footstep night knock door br br instead taking stand though trelkovsky becomes increasingly alienated situation overtaken paranoia sense persecution becomes obsessed choule imagining like dressing like etc personality rapidly begin wiped away insanity br br anyone ever doubted polanski fearlessness artist well advised see film trademark black humor prominently sometimes embarrassingly display god bless make butt tour de force performance one richest riskiest gothic horror movie ever made people seen true crime,1
major german tv station broadcast mess like amazing main actor avoid every acting talent even well known gottfried john acting poor especially double murder scene amateurish screen plan extended perhaps fill part movie careful fall asleep watching set obviously often blue screen f g scene ship unreal sea background german version sound dubbing poor probably reason different language actor international production handle much professional advice watch diabolic waste time,0
working way horror classic movie pack collection mad monster one movie set br br sure george zucco good actor second film saw first dead men walk played two part however even good acting save mad monster br br zucco play mad scientist dr cameron banned academia unethical inhumane experiment belief control evolution bringing characteristic one animal another br br case like many others ilk transfusion assume wolf blood human goal create invincible army control antidote subject experiment hired hand retarded gardener whose dialogue slows snail paced classic almost full stop br br beyond experiment dr cameron also plot revenge discredited using transformed gardener however loses control subject begin transform without transfusion yikes br br werewolf transformation classic hollywood stop action makeup effect doubt groundbreaking technique time today digital age hard imagine audience scared,0
one episode one indisputable error storytelling handling ralphie situation christopher state heard pie death fire accident important detail context quite obvious christopher know beginning tony one must killed ralphie however way chris could heard accident told time torn delirium tony call nobody else informed tony know make even worse hearing christopher talk pie death could therefore lead tony conclusion chris set fire given impressively elaborate writing process told writer dvd really wonder none realized problem story work way unnecessary add huge fan soprano otherwise certainly care,0
trying picture pitch dark angel thinking matrix thinking bladerunner thinking chick play faith angel wearing shiny black leather chick like leave one u get without plot dialogue character decent action budget loud bang hot chick shiny black leather straddling big throbbing bike fanboys dig loud bang hot chick shiny black leather straddling big throbbing bike right br br flashy shallow dreary formulaic passionless tedious dull dumb humourless desultory barely competent live action anime without action indeed life sf way joe fanboy like fact,0
really enjoyed movie little difficult brother making stupid comment ever second movie enjoyed mostly used usual hk action film film like watch story line watch mindless action mindless action right get see jet li jump spin kick punch shoot make impossible jump dodge countless bullet true movie released broader audience li lethal weapon one reason rating movie dropped people probably expecting see movie polished north american film need remember hk film budget nearly high north american film style hk action film usually different usually requiring wire work lot want see good action film see try ignore dubbing br br rating,1
enjoyed every moment beautiful film intrigued female painter never heard set exploring life work afterwards could expected found film exactly historically accurate little astounded however negative comment film inaccuracy come guy film biography novel historical film distorts reality work art right film director fully entitled use element reality history create world artemisia wonderful film think brought many people including give negative comment explore life work fascinating artist,1
parent may enjoy show fail find humor funny dentist husband impregnating hygienist assistant oldest daughter getting impregnated captain high school football team absolutely nothing shock sometimes people think constitutes humor nowadays blame show like dating game newlywed game bringing issue sex forefront mid sure series touching moment still excuse content otherwise went series nothing like family oriented day love lucy five decade br br answer would series play lifetime cable channel channel brass think woman relate reba character absolutely dislike character reba hart daughter kyra best described ditsy bitter teenager funny wonder actress played kyra scarlett pomers like real life away acting play blockhead ex husband dentist christopher rich much better barbara jean played melissa peterman ditsy character van cheyenne also annoying br br something else baffle dingbat series creator allison gibson decided set series live mile away houston texas reba mcentire even state oklahoman one season decided make incidental music sound like pig snorting mean hear baritone saxophone played drum accompanying melody basically tuneless,0
movie good god special effect suck movie difficult anything suck movie plot special effect manage pull let try explain bad movie br br first plot four punk as teenage dirt bikers riding around forest duluth mn one dumb as try ridiculous jump break leg paramedic come help get stranded helicopter break five realize forest fire see started guy dumping ton gas forest show u boot show scene scene guy boot walking around dumping gas starting fire meanwhile teenager try escape fire find boot man somehow managed get ahead speeding forest dirt bike dump gas area riding start fire several time paramedic finally catch start fire spoil ending guy resilience shouting bloody hell screen anyway surrounded fire escape mine filled methane gas yes methane gas even going try describe ending ridiculous enjoy see coming possibly expect happens second major problem movie consistency br br semblance consistence much ask apparently cannot even count number broken limb movie keep breaking arm leg crashing bike think character break least one limb several one limp around scene end forget supposed broken limb one scene three supposed broken leg start dancing injury suddenly return plot need br br finally cgi hell consists watching fire movie forest fire line dirt path cgi fire clearly see cgi fire along path tree two foot path left untouched zoom show whole forest engulfed flame hard describe word ridiculous look assure ridiculousness quite impressive br br movie one bad good type occasion descends painful bad category part stay line laughably inept wait check nature unleashed movie came four pack one,0
unlikely love triangle set th century italy beauty beast turned upside inside giorgio army officer image male beauty transferred away form married lover clara sent small garrison somewhere piemont initially much horror  fosca grotesquely ugly cousin commander develops obsessive love suffers passionate demanding display affection pity concern health gravely ill becomes fascinated  dramatic finale br br miss unusual love story twisted may sound valeria obici deservedly price portrayal fosca alarming touching buy video read book go see musical,1
already year eddie murphy longer hot started making movie soon would forgotten funnily enough also year murphy directed first film also would first last experiment harlem night exactly call success even great see two best black comedian together namely murphy richard pryor blame actor played role like expected even face typical murphy laugh worst thing harlem night scenario terrible decor everything set roaring twenty everybody profit forbidden club sugar ray pryor adopted son quickie murphy gathering easily dollar per day course soon mob corrupt police come around corner claim part cookie sugar quickie guy give money free plan watch harlem night sure puke moment hear name murphy better avoid movie nothing lame excuse see good joke,0
greedy sum depth movie rest baloney big budget window dressing movie rotates hiding ball annoyingly revealing much none potentially interesting plot tangent developed yet trite one hashed rehashed excess br br charm dd others pointed schizophrenia device humor woven fabric movie importantly acting enough wooden acting box attract giant mound martian termite br br biggest problem suspending disbelief mess glaring question would technologically superior power capable taking government need testing awful failure movie,0
lady gentleman show begin documentary film structured three chapter one chronologically arranged first present classical physic link einstein second study depth quantum physic enters string theory last reveals everything theory difficult concept used introduced simple way daily object although must believe without checking scientist even scientist film masterpiece fabulous technique way produced really import story story,1
mess referring destruction title could go hackneyed plot lousy effect actually notable cast grimacing deliver worst line career etc say palm tree chicago last time checked leave br br hmmm need ten line get posted imdb ok well think dvd release outtake could interesting maybe dennehy reveal favor got called appear thing maybe dianne weist show u bag money must taken get involved maybe cbs exec apologize,0
easily disappointing least gratifying movie entire called blacksploitation genre way film generally enjoy great deal home rather exploitation demeaning film actually provide priceless insight era well bucktown br br story duke return bucktown operate night club left recently deceased brother quickly learns city entirely controlled corrupt police force bleeding protection money local business duke resists determines rescue city corrupt police unfortunately calling posse friend people vaguely explained former black militant worked duke job past simply murder entire police department cold blood literally presence hundred witness nothing stop ignorance justification murder would much entertaining see cracker police suffer action opposed merely getting whacked street revenge ubiquitous generally satisfying theme film genre far cry seeing pam grier track thug ed family cuss give jujitsu as kickin set fro fire art reason existing merit level respect quite undeserved simply shooting someone back course bizarre tale playing woman completely man thumb afraid cracker run town oppress people indeed advice duke run man gonna kill br br following sickening gratuitous violence expected believe town mayor wholeheartedly condones action duke friend congratulating offering throw parade honor opposed say calling district attorney press capital murder charge taken custody duke posse decline parade instead opts fill numerous vacancy police force created recent killing spree immediately prove even corrupt cracker police predecessor quote mayor ten time worse duke find must rescue citizen bucktown corrupt protection racket law enforcement official make safe decent folk operate prostitution business street unfortunately duke already lost moral high ground sympathy due hero willing participant murder original police force cared one way rescued bucktown gotten plugged point suppose entertained clever way duke outsmart new police goon reality film become opera gratuitous violence duke murder former friend ally cold blood absence compassion gunning cracker police duke pig br br finally everyone town duke aretha employee local brothel dead bleedin street hero heroine walk night though admirable quality redeeming value duke merely murderous thug aretha enabling misogynist accomplice interested genre film mean highly recommend see coffy foxy brown truck turner blacula sheba baby process run across dvd throw far away possibly drop like hot treated one would treat glowing puddle nuclear waste single film entire blacksploitation era dramatically entertaining satisfying populated sympathetic admirable character piece slime obviously written targeted hormonally imbalanced high school sophomore,0
massive fan book orwell certainly favourite writer ever since studying animal farm gcse bought dvd sheer curiosity burton actor hold high regard heard played role brien swung br br watched trailer dvd first fear started set mostly regarding frankly terrible theme song hearing eurythmics mechanically shouting electronic beat bad sound br br acting whole pretty good burton hurt play role well tension exists ministry truth towards end felt especially harrowing room scene however also movie let movie spends much time focusing love affair winston julia frankly orwell writing writing harrowing future ingsoc build man belief shatter name made love big brother movie skip essentially important part book winstons coming term position life world education via brien br br comment imdb moment state movie stick book completely incorrect julia present winston visit brien commit goldstien brotherhood confess crime obvious mention initial instance winston find article unperson get mentioned near end read book completely confusing br br terrible screenplay excellent acting cannot rescue michael radford seems completely missed point orwell trying make electronica sound track frankly terrible,0
romantic comedy bad funny thing happening rather memorable character br br acting however amateurish exception banker scene great fun others simply embarrassing particular found romantic part story poor br br guess worth seeing like football romantic comedy really bad movie ending feel quite good expect anything ordinary fair enough hour quarter kill,0
ripe one awful indie manages get circulation give indie bad name telling stupidly incongruous tale pubescent twin sister crawl firey car crash kill parent hit road happily shoplifting making goo goo eye guy ending army post dilapidated army would want yeah right apparent attempt coming age flick ripe almost complete loser wanders aimlessly player drift character finally ending clumsily nary shred credibility found anywhere recommended anyone,0
like early masterpiece elephant man lynch prof detractor tell straight simple story without losing artistic touch true story elderly retired man expertly played richard farnsworth decides ride tractor across state pay final visit estranged brother stand death door beautiful score badalamenti exquisite photography rural life love aerial corn field shot sly director hand reveals man basic humanity beautiful slice life film extremely slow pace may lull viewer sleep stay along ride well rewarded end,1
whatever rating give boom superb location photography sardinia rome otherwise hardcore addict elizabeth taylor downward phase richard burton miscasting phase tennessee williams wrote milk train stop anymore supposed fond adaptation play apparently one taylor reportedly hated burton needed money br br whatever amount hill bean taylor posturing fuming shrill manner exploding servant exchanging bad baby talk less noel coward seems visitor another film finally appears br br campy among taylor fan probably considered must see kind thing sit one without drink hand way ahead sadly film signified end taylor taken seriously film actress even winning two oscar burton equally disastrous critic called bomb judge dare,0
treading water beautiful movie would put straight wonderful short movie cosa bella fiona mackenzie coming also tolerance acceptance general looking forward seeing laurel himmel work future actor angie redman nina landey quite good main character relationship could strenghtened bit understand strong bond maybe could explained bit surprised angie redman appear much movie great first step director laurel himmel sure see skill,1
dumb comedy really good job wasting comedic talent particular dan aykroyd howard hesseman misused badly might chuckled twice film general boring movie little bit stupidity thrown good measure premise although routine still bad plot set film went nowhere waste time misfire,0
following review one wrong side track meaning two thing hear nothing praise coming fooled rating also could tell review contains spoiler technically lie br br well screw review going ramble bit since much fun bad film cannot enjoy piece utter drivel simply sense humor first movie meant taken seriously main aspect fun coming story doctor son terminally ill daddy doctor decides hart transplant must way saving son true mad doctor style decides heart gorilla trick course gorilla heart much potent human sonny boy transforms hideous ape man immediately break free go killing raping spree simply horny beast would make ape man hilarious simply way putting guy face look like turd talking human excrement solid brown kind beautiful gore flick wonderful aside real footage open heart surgery also incredibly fake quite nasty looking blood gore effect decapitation eye gouging throat ripping scalping someone skull hilarious indeed quite incomprehensible night bloody ape ever made notorious uk video nasties list nasty thing portrayed film simply ridiculous taken seriously oh one bloody ape running around way needless say la horripilante bestia humana much accurate title terrifying convincing tale science gone horribly wrong br br trying shock poorly staged act bloody violence random portrayal female nudity movie manages highly entertaining ingredient like nonsensical dialogue cheap cardboard set plot stupidity incredibly bad acting random example maybe set one clearly see set designer used wall door window etc build various different interior set e g one side hospital room window side unconscious wrestling girl lie look suspiciously similar like window side basement laboratory ape man escape set designer also took one side window laboratory made bit larger placed conference room hospital wall building grey one setting park clearly shot studio see several occasion grass loose whenever struggling fighting raping going grass shift shuffle see grey concrete studio floor beneath br br random line come actor mouth br br conference room doctor debating disappearance unconscious wrestling girl disappearance would course mean bad publicity hospital daddy doctor intelligently utters find situation difficult br br debate colleague doctor cleverly remark sleepwalker sleepwalker get hereby providing solid excuse disappearance unconscious wrestling girl br br investigating detective amazing process logical deduction concludes tell superior murderer must half man half beast superior answer absurd adding line probable late watching television many picture terror truly one best line movie br br source laughter br br two scene daddy doctor igor like assistant kidnap gorilla zoo unconscious wrestling girl hospital well thought act abduction like taking candy baby br br daddy doctor speaks god lot br br sonny boy calling daddy doctor papa one occasion br br old lady screaming aaargh dead man dead man dead man dead man br br plot periodically stop wallow scene woman wrestling go nothing concept sure daddy doctor replaces sonny boy gorilla heart second time unconscious wrestling girl think something spectacular happens like ape turd man growing breast something trying rape men time leading living wrestling beauty norma lazareno even go climactic wrestling contest ape turd man near movie finale ape turd man start show motherly love near end almost say almost true king kong style e top building people ground pointing screaming br br okay think enough chipped two cent vomitron rational rating sleazy piece hilarious dreck vomitron rating wrong side track go see film people well worth,0
george barry death bed bed eats root dark fairy tale told via horror movie framework opinion one best film downright criminal picture basically stolen distributed without barry knowledge responsible theft fed bed asap looking overt gore rabid action death bed bed eats flick death bed gentler weirder drive picture play like utterly strange dream half remembered recommend reading stephen thrower summation death bed thrower fab press book nightmare usa describes movie vibe perfectly whether intentional noticed shade death bed everything phantasm film michele soavi cemetery man magic realism slipstream fiction author kelly link barry original fair world sure would followed death bed number fantastically bizarre film,1
believe entire book written odyssey remake classic film film loosely based hollywood first started talking enterprise reaction always negative many aspect could gone wrong starting solid ensemble made original unforgettable exactly thing begin souring selection actress otherwise remarkable work suited part sadly enough directed heavy hand director understand appreciate source material br br seems focus direction direction taken obliterate anything good original film called updating let drain story humor snappy dialogue interesting premise let prove woman come long way except problem really get least watching film woman truly going br br starter casting meg ryan central role prof almost fatal movie somehow seems locked sort limbo woman really change appearance even year working movie mary proved difficult role somehow grew interaction stereotype like dorothy wizard oz learning observing realizing choice matter might choice woman would celebrate nowadays fun ride part fun catty silly sometimes slapstick routine elevated movie realm sublime earth thud changing nature sylvia film lost lot spark anyway annette bening fault help admiring tried save sinking ship got sinking feeling struggled horrible line handled thankfully entertained looking terrific outfit kept reminding talented lady really sylvia wise flawed could great creation unfortunately m english paying attention work loses control one character could turned film fresh direction br br yet biggest blasphemy original joan crawford probably one best performance woman crystal legendary conniving line incendiary move duplicitous maneuver sexy pose link male female knew whole catastrophe provided tension men woman dangerous sexy ultimate femme fatale woman intelligence feared admired importantly wanted destroy save heroine eva mendes gorgeous two dimensional outing weak writing bad casting br br atrocity film addition terrible role mensing dedicated mother life baby rather annoying lesbian turn pinkett come biggest waste talent movie bette middler little unrecognizable make show spark could acidic delivery reminds u contemporary angle film could taken word revive put big much needed naughtiness film exciting see could really fly gone film six minute fade away middle muddle br br movie raised anticipation level truly disappointed u film could joined successful sex city made amazing transition big screen respected source material compromise gave u bigger better adaptation truly updated made successful woman present reincarnation need go back rework much like hulk year find suitable performer really good writer someone truly treasure good movie,0
routine mission iraq group delta soldier recover computer hard drive alqueda training camp detailing location weapon specialist dr walsh witnessing termination top secret weapon development program dr walsh find alternative funding source set new research facility deep notorious belzan forest chechnya developing weapon selling chechnyan rebel team delta sent black ops mission retrieve doctor technology russian find lab delta team soon discover doctor latest weapon flock large carnivorous bat genetically altered develop taste human flesh found movie much better expecting lot action lot blood less would expect creature feature acting great passable certainly seen worse overall enjoyable movie good popcorn movie,1
gently amusing coming age comedy come later mature period neil simon writing although plenty wisecrack go around one neil simon piece every character spout one liner joke hour like guest star bob hope special also dramatic element work overkill lend weight story br br performance good across board especially blythe danner mother although judith ivey oddly wasp ish choice play jewish woman never fan jonathan silverman say hit right note obnoxious gawky totally horned teen age narrator protagonist story br br movie similar tone woody allen radio day latter far imaginative funny one,1
year old daughter asked watch movie cable tv someone saw revenge nerd movie theater found movie extremely predictable remake nerd simply replaced dork drove crazy able predict precisely would happen scene cast cute especially amanda bynes br br screenwriter chad creasey ashamed writing obvious remake early flick title simply revenge dork perhaps sequel revenge dork,0
movie surprised thing clicheish technological element reminded movie enemy state starring smith part entertaining good mix jamie foxx comedian mike epps wannabe thug julio ramundo providing comic relief movie watch say wednesday night nothing else gave entertainment value,1
family dad louis dale midkiff mom rachel denise crosby year old eileen blaze berdalh year old gage miko hughes move beautiful house maine seemingly unaware semi roar highway front house every second neighbor across way wonderful fred gwynne make feel home show pet cemetery child bury pet little sacred ground bring dead back life dead come back nasty mood br br definite spoiler novel stephen king good long developed character situation made care happened movie jettisons character development play gore violence animal killed camera know faked still repulsive little boy hit semi casket pop open funeral totally sick scene brought back life attack kill people including mom wonder year old able hang ghostly jogger ask try help family reason movie work audience shoving every gruesome death violence face go way shock end spoiler br br acting help midkiff dreadful father handsome buff totally blank crosby much better two kid annoying gwynne single handedly save picture effortless good acting br br picture show total contempt audience taking large leap logic character incredibly stupid thing especially midkiff end movie inexplicably huge box office hit led even worse sequel saw theatre back disturbed audience kept cheering violence appalled saw sick repulsive horror film way br br think get worse ramones sing title song wanna buried pet cemetery truly beyond belief,0
piece crap might acclaimed year ago one racist movie ever made native american indian played white men right wing republican james stewart huge racist real life like close friend john wayne stewart actor hal williams fired jimmy stewart show short lived series mercifully flopped williams black bad enough film dated boring watch dance wolf instead less racist view br br stewart forty awful movie made even ridiculous wig still looked like paedophile chasing year old debra paget surprised even allowed br br,0
low budget murder mystery public defender trying clear client murder man convicted year previously complicating thing fact escaped custody conviction pd belief man innocent murder work find real killer gig young pd okay james anderson convicted killer actually pretty good picture whole ramble along little suspense despite good character actor cast performance generally par director george archainbaud apparently home making western churning gene autry tv series columbia around time even tried inject liveliness picture hack script would defeated attempt average best film climax courtroom scene straight episode perry mason predictable,0
kidding much film hard digest right arjun ajay devgan unknowingly wish death father arrives london uncle played om puri abandon minute later problem theory anybody ever passed london heathrow know fête would impossible pull especially indian film problem end issue two main lead salman khan ajay devgan passing rock star verge achieving dream mean yeah saw success come susan boyle woman uk achieving dream age rare case really hard suspend disbelief felt casting salman ajay ill conceived would never cast madhuri dixit sridevi play role forced watch ajay devgan salman khan men well prance around desperately trying hang let even talk self conscious actress screen today asin second film seen hopeless actress conscious look concern looking good voguing camera rather giving good acting performance hard believe turned movie role star fluff fluffy actress nothing write home top film boringly dragged nothing special trust predict every clichéd thing going happen,0
movie fun board br br essentially follows comedic romp two grave robber th century england move conventional body snatching trafficking vampire zombie dead roswell alien idea roswell alien neither producer think br br funny bet even ron perlman often kiss direct dvd death pretty good one priest turn ringleader rival gang body snatcher br br real joy watch hilarious little film good example larger life ego either side camera,1
planning watching wasted saw mtv preview since nothing better watch sunday night watched br br wasted requiem dream good movie considering made mtv one thing drew watching summer pheonix sister late wonderful river pheonix stared suppose talent run pheonix family good jaquien though niether river nick stahl also give great preformance junky jock much else say wasted dark depressing insightful look life three small town junky recomend like subject,1
based actual story john boorman show struggle american doctor whose husband son murdered continually plagued loss holiday burma sister seemed like good idea get away passport stolen rangoon could leave country sister forced stay back could get paper american embassy fill day could fly took trip countryside tour guide tried finding something stone statue nothing stirred stone br br suddenly hell broke loose caught political revolt looked like escaped safely boarded train saw tour guide get beaten shot split second decided jump moving train try rescue thought continually life danger br br woman demonstrated spontaneous selfless charity risking life save another patricia arquette beautiful look beautiful heart unforgettable story br br taught suffering one promise life always keep,1
huge die hard monkey island fan fugured one would terrible since ron gilbert make boy surprised although still good first two comedy wanted little nervous new graphic new scumm engine fact cd came together interesting finally hear voice favorite character especially enjoyed sword fighting returned whole story finding big uncursed ring incredible go ahead try two cd adventure rejoice monkey island escape monkey island coming really really soon fall,1
let say edward wood jr passion work wish people optimism commanding hope ed wood world would probably much better place familiar ed wood story seen wonderful biopic ed wood several time admire boldness strives job loved still admire never say die attitude love directing wish people modern day hollywood br br make movie fun watch glen glenda first confessional film probably worst br br glen glenda deadening cult movie cross dresser named glen played director writer ed wood despite love fiancée barbara dolores fuller cannot seem conquer lust transvestitism dress woman clothing wig thus becomes glenda glen glenda story narrated doctor talked watched mysterious character called scientist played veteran horror star bela lugosi oh also sub story alan anne character becomes transsexual based christine jorgenson story upon movie originally titled changed sex previously based br br dropped jaw yet well much want warn picture never seen would never tell lie movie one word falsehood plot synopsis gave every thing true movie cross dresser transsexual topic sound appealing begin done appealing manner sure good screenplay good director neither glen glenda despite subject matter could moving picture confessional movie wood part transvestite real life well screen make good movie watchable one matter glen glenda jumbled disorganized mess movie sink new trench realm bad cinema make sense notoriously silly scene bela lugosi scream pull string inexplicable footage stampeding bison majority movie narrated monotonous voice reminding bad short informative film seen like one really bad short film expanded seventy minute feature twice dull sit age waiting plot never come real attempt even build energy camera locked one position many grueling minute long stretch time nothing happens moment worth anybody time bela lugosi manages bring light dark trench guess lugosi supposed like deity film personally care less supposed tell gifted actor wound making trash wood good friend liked working good br br always admire edward wood jr passion cinema never long live admire movie film critic called ed wood movie innocent fun think even questionable innocent yes fun sir citizen kane mount everest cinematic world glen glenda probably mariana trench,0
could great film late poker pro pre poker craze stu kid unger turned disappointment br br tell filmmaker working short string budget everything look filmed cheap timeline seemed bit br br casting michael imperoli soprano also bad casting choice looked old play baby faced stu looked way healthy coke addict look footage wsop main event real stu skinny practically nose much cocaine wore sunglass hide kept expecting adriana pop yell chris tu phur br br also skipped fact son angie previous relationship committed suicide late br br every time saw vincent van patten appear kept thinking going announce show tune going stu head like wpt br br looking real stuey footage check espn classic rerun wsop main event every often try youtube avoid move like bad beat,0
basically skimmed movie enough catch watch plot tell truth kind boring spot make sense reason watched movie first place see chace crawford hot movie hair kind weird still hot br br however despite hot chace really make film guess plot bad really threw fact cuss like every sentence hard express anger without saying f word every time cussing annoying whole flashy camera shaking thing gave headache br br although plot ok found film bore dramatic cut scene chace lol anyways worth renting unless die hard fan specific cast member like oh yeah cast hot girl hot chace best,0
br br film summary visconti obssessions decadence nobility death aesthetic search homosexuality mingled melancholic mastery slow paced make abler contemplate beauty music image well story type film allowed enjoy anymore brave deeply personal intelligent genuine fruit genius like visconti,1
guy doll unique play based character sky masterson br br marlon brando high class gambler take bet nathan detroit frank sinatra one thousand dollar nathan need money br br run usual crap game make fortune bet sky able take girl havana cuba doll chose sarah br br brown jean simmons charge missionary sky finally bribe br br sarah enough go havana end falling love later accuses something part nathan ran crap game missionary night gone nathan year fiancé adelaide vivian blaine disapproves nathan gambling try stop however movie end end happy double br br wedding br br song movie wonderful matter sings marlon br br brando singing voice true could dubbed really matter wonderful acting job obviously seeing brando played character well seen movie jean simmons thought movie weakest one also br br sing however singing made frank sinatra vivien blaine stubby kaye vivien blaine stubby kaye also original br br broadway production guy doll vivien blaine terrific voice perfect adelaide like musical even advise watch,1
saw movie blockbuster thought might good sunday evening movie nothing else bought used dvd although cheap money would better spent nail drive foot br br film started nicely kinda dark mysterious always enthralled vampire samurai movie kid thought combo would really cool first fight scene pretty cool excited rest movie movie took serious nose dive br br understand big hit east guess twin see though movie aside first minute absolutely horrible many movie genre potential great blow terribly another casualty br br jacki chan role film make sense whyyyyyyyy complete silliness probably made buck though br br cool thing movie sword use nice idea br br recommend movie anyone,0
